County_State,State,Total_Population,Male_Population,Female_Population,State_Code,County_Code,Median_Income,Margin_Error_Income,Percent_Male,Percent_Female
Borden County, Texas,631,589,8,48,33,83281,34136,93.34,1.27
Bowie County, Texas,92893,86936,296,48,37,51796,1960,93.59,0.32
Brewster County, Texas,9546,7647,95,48,43,45296,6170,80.11,1
Brown County, Texas,38095,34122,157,48,49,49180,4087,89.57,0.41
Caldwell County, Texas,45883,36545,215,48,55,59846,4581,79.65,0.47
Cameron County, Texas,421017,250754,1384,48,61,41200,1153,59.56,0.33
Cass County, Texas,28454,26911,83,48,67,47539,3408,94.58,0.29
Cherokee County, Texas,50412,45529,109,48,73,50199,3975,90.31,0.22
Cochran County, Texas,2547,2114,16,48,79,41000,6032,83,0.63
Collin County, Texas,1064465,946270,5556,48,85,100541,1186,88.9,0.52
Eastland County, Texas,17725,16266,64,48,133,41559,4634,91.77,0.36
Ellis County, Texas,192455,166796,790,48,139,79834,2330,86.67,0.41
Falls County, Texas,16968,15621,47,48,145,36854,5470,92.06,0.28
Fisher County, Texas,3672,3328,15,48,151,52683,2856,90.63,0.41
Fort Bend County, Texas,822779,715862,4107,48,157,100189,2043,87.01,0.5
Frio County, Texas,18385,14595,21,48,163,48708,8710,79.39,0.11
Galveston County, Texas,350682,303576,1800,48,167,74633,1798,86.57,0.51
Glasscock County, Texas,1116,966,8,48,173,74375,29366,86.56,0.72
Gray County, Texas,21227,18500,49,48,179,54679,5117,87.15,0.23
Grimes County, Texas,29268,26090,88,48,185,56086,3424,89.14,0.3
Hall County, Texas,2825,2497,14,48,191,40197,5823,88.39,0.5
Hardeman County, Texas,3549,3246,22,48,197,47188,7994,91.46,0.62
Harrison County, Texas,68839,63843,221,48,203,54234,3209,92.74,0.32
Hays County, Texas,241067,192699,1499,48,209,68724,2291,79.94,0.62
Hidalgo County, Texas,870781,517653,2704,48,215,41846,974,59.45,0.31
Hood County, Texas,61598,56051,151,48,221,71253,3923,90.99,0.25
Howard County, Texas,34860,29990,104,48,227,57761,2906,86.03,0.3
Hutchinson County, Texas,20617,18298,98,48,233,57921,4535,88.75,0.48
Jackson County, Texas,14988,12894,56,48,239,58243,10095,86.03,0.37
Jefferson County, Texas,256526,234053,791,48,245,50840,1175,91.24,0.31
Johnson County, Texas,179927,157718,736,48,251,65311,1752,87.66,0.41
Loving County, Texas,64,58,0,48,301,44076,536,90.62,0
Lynn County, Texas,5596,4939,25,48,305,46163,2321,88.26,0.45
McMullen County, Texas,600,448,6,48,311,67386,15553,74.67,1
Martin County, Texas,5237,4469,14,48,317,70000,9744,85.34,0.27
Maverick County, Texas,57887,32898,146,48,323,41385,3957,56.83,0.25
Midland County, Texas,169983,137579,548,48,329,83217,4003,80.94,0.32
Mitchell County, Texas,8990,8121,24,48,335,44939,8487,90.33,0.27
Moore County, Texas,21358,16973,64,48,341,53967,2007,79.47,0.3
Nacogdoches County, Texas,64653,58923,191,48,347,44507,2782,91.14,0.3
Nolan County, Texas,14738,12714,63,48,353,43692,3580,86.27,0.43
Oldham County, Texas,1758,1598,24,48,359,64250,5880,90.9,1.37
Panola County, Texas,22491,21057,53,48,365,51297,4035,93.62,0.24
Pecos County, Texas,15193,11740,87,48,371,53879,6134,77.27,0.57
Presidio County, Texas,6131,3683,28,48,377,22716,4862,60.07,0.46
Reagan County, Texas,3385,2594,12,48,383,61659,10558,76.63,0.35
Reeves County, Texas,14748,11067,54,48,389,61543,14665,75.04,0.37
Robertson County, Texas,16757,15482,35,48,395,53823,4992,92.39,0.21
Rusk County, Texas,52214,47962,129,48,401,56223,4021,91.86,0.25
San Jacinto County, Texas,27402,24982,65,48,407,44566,6679,91.17,0.24
Schleicher County, Texas,2451,2096,16,48,413,45250,13662,85.52,0.65
Shelby County, Texas,24022,22008,72,48,419,41170,3047,91.62,0.3
Val Verde County, Texas,47586,30969,206,48,465,47675,4805,65.08,0.43
Walker County, Texas,76400,71212,156,48,471,41508,1531,93.21,0.2
Washington County, Texas,35805,31899,102,48,477,59623,4078,89.09,0.28
Wheeler County, Texas,4990,4438,16,48,483,49036,3556,88.94,0.32
Willacy County, Texas,20164,13966,33,48,489,37906,3817,69.26,0.16
Winkler County, Texas,7791,6231,23,48,495,63585,7376,79.98,0.3
Yoakum County, Texas,7694,5896,11,48,501,69004,7543,76.63,0.14
Zavala County, Texas,9670,6344,14,48,507,40090,7405,65.6,0.14
Box Elder County, Utah,57666,54267,170,49,3,63573,2170,94.11,0.29
Cache County, Utah,133154,125033,394,49,5,60530,2101,93.9,0.3
Daggett County, Utah,935,894,3,49,9,74911,27810,95.61,0.32
Davis County, Utah,362679,334695,1789,49,11,87570,1874,92.28,0.49
Emery County, Utah,9825,9327,20,49,15,57772,3598,94.93,0.2
Garfield County, Utah,5083,4860,16,49,17,44279,7210,95.61,0.31
Grand County, Utah,9669,8827,48,49,19,56639,10406,91.29,0.5
Iron County, Utah,57289,53742,207,49,21,52045,2456,93.81,0.36
Juab County, Utah,11786,11336,23,49,23,68333,7032,96.18,0.2
Kane County, Utah,7667,7357,24,49,25,49486,8318,95.96,0.31
Millard County, Utah,12975,12300,42,49,27,63221,3359,94.8,0.32
Morgan County, Utah,12295,11855,37,49,29,100408,4147,96.42,0.3
Piute County, Utah,1438,1318,11,49,31,29125,11083,91.66,0.76
Rich County, Utah,2510,2414,10,49,33,63917,9318,96.18,0.4
Salt Lake County, Utah,1185238,1068295,5868,49,35,77128,941,90.13,0.5
San Juan County, Utah,14518,13897,52,49,37,49690,4257,95.72,0.36
Sanpete County, Utah,28437,27042,49,49,39,55820,2242,95.09,0.17
Sevier County, Utah,21522,20587,40,49,41,55361,2430,95.66,0.19
Summit County, Utah,42357,39461,87,49,43,106973,6540,93.16,0.21
Tooele County, Utah,72698,66818,263,49,45,76737,3610,91.91,0.36
Uintah County, Utah,35620,33405,99,49,47,59428,5834,93.78,0.28
Utah County, Utah,659399,600075,4030,49,49,77057,1056,91,0.61
Wasatch County, Utah,34788,32212,106,49,51,85807,8387,92.6,0.3
Washington County, Utah,180279,167499,749,49,53,61747,1832,92.91,0.42
Wayne County, Utah,2486,2358,18,49,55,49299,8471,94.85,0.72
Weber County, Utah,262223,238570,1273,49,57,71275,1526,90.98,0.49
Beaver County, Utah,7072,6683,26,49,1,66705,2919,94.5,0.37
Carbon County, Utah,20412,18760,76,49,7,50328,1796,91.91,0.37
Duchesne County, Utah,19596,18716,40,49,13,61655,2979,95.51,0.2
Bennington County, Vermont,37347,35417,58,50,3,58200,4209,94.83,0.16
Caledonia County, Vermont,30233,28581,78,50,5,52481,4531,94.54,0.26
Essex County, Vermont,5920,5630,15,50,9,47035,2482,95.1,0.25
Franklin County, Vermont,49946,46987,95,50,11,65314,3043,94.08,0.19
Lamoille County, Vermont,25945,24446,87,50,15,64179,4351,94.22,0.34
Orange County, Vermont,29277,27642,67,50,17,62737,2884,94.42,0.23
Rutland County, Vermont,60572,56965,121,50,21,57176,2489,94.05,0.2
Washington County, Vermont,59807,56113,145,50,23,64862,2041,93.82,0.24
Windsor County, Vermont,57753,54534,147,50,27,61503,2782,94.43,0.25
Addison County, Vermont,37363,35321,91,50,1,70262,3323,94.53,0.24
Chittenden County, Vermont,168323,158374,519,50,7,76316,2746,94.09,0.31
Grand Isle County, Vermont,7293,6894,15,50,13,81667,8454,94.53,0.21
Orleans County, Vermont,27393,26066,57,50,19,54390,2453,95.16,0.21
Windham County, Vermont,45905,43081,161,50,25,54188,2466,93.85,0.35
Accomack County, Virginia,33413,31655,85,51,1,46178,2575,94.74,0.25
Alleghany County, Virginia,15223,14647,36,51,5,48513,4275,96.22,0.24
Amelia County, Virginia,13265,12633,43,51,7,63918,6276,95.24,0.32
Appomattox County, Virginia,16119,15429,65,51,11,55457,5246,95.72,0.4
Arlington County, Virginia,238643,212765,1485,51,13,122604,2627,89.16,0.62
Bath County, Virginia,4209,4015,16,51,17,55481,15306,95.39,0.38
Bedford County, Virginia,79462,75671,227,51,19,67136,3303,95.23,0.29
Botetourt County, Virginia,33596,32265,55,51,23,72719,4231,96.04,0.16
Brunswick County, Virginia,15849,15446,28,51,25,46111,3642,97.46,0.18
Buckingham County, Virginia,16824,16179,59,51,29,48603,4866,96.17,0.35
Campbell County, Virginia,55696,52891,131,51,31,52319,2195,94.96,0.24
Carroll County, Virginia,29155,28093,24,51,35,44518,3022,96.36,0.08
Charles City County, Virginia,6773,6431,51,51,36,60096,5918,94.95,0.75
Charlotte County, Virginia,11529,11084,38,51,37,40924,4516,96.14,0.33
Clarke County, Virginia,14783,13776,69,51,43,86154,13118,93.19,0.47
Craig County, Virginia,4892,4707,15,51,45,57792,14772,96.22,0.31
Cumberland County, Virginia,9675,9214,46,51,49,50565,8447,95.24,0.48
Dickenson County, Virginia,14124,13834,11,51,51,30116,4017,97.95,0.08
Essex County, Virginia,10599,10051,56,51,57,51125,5221,94.83,0.53
Fairfax County, Virginia,1150309,1020759,6730,51,59,127866,1462,88.74,0.59
Floyd County, Virginia,15476,14785,50,51,63,51250,4673,95.54,0.32
Fluvanna County, Virginia,27249,25497,123,51,65,78885,4581,93.57,0.45
Frederick County, Virginia,91419,84094,385,51,69,80011,3351,91.99,0.42
Giles County, Virginia,16787,16190,41,51,71,57279,3121,96.44,0.24
Goochland County, Virginia,24727,23524,58,51,75,97146,8582,95.13,0.23
Grayson County, Virginia,15333,14767,30,51,77,41558,4019,96.31,0.2
Greensville County, Virginia,11391,11133,16,51,81,49756,5874,97.74,0.14
Halifax County, Virginia,34022,32952,66,51,83,43714,2535,96.85,0.19
Henrico County, Virginia,334389,313088,1225,51,87,72295,1863,93.63,0.37
Henry County, Virginia,50948,48299,121,51,89,38511,2064,94.8,0.24
Isle of Wight County, Virginia,38606,36452,137,51,93,77870,5219,94.42,0.35
James City County, Virginia,78254,72376,440,51,95,91675,4509,92.49,0.56
King and Queen County, Virginia,6608,6268,24,51,97,65385,12801,94.85,0.36
King George County, Virginia,26723,24238,226,51,99,96711,6085,90.7,0.85
King William County, Virginia,17810,16899,64,51,101,73284,6077,94.88,0.36
Lancaster County, Virginia,10919,10580,29,51,103,59736,8165,96.9,0.27
Lee County, Virginia,22173,21607,42,51,105,35006,4424,97.45,0.19
Loudoun County, Virginia,420959,376302,2342,51,107,147111,3537,89.39,0.56
Louisa County, Virginia,37596,35252,140,51,109,67027,6008,93.77,0.37
Lunenburg County, Virginia,11936,11314,23,51,111,45884,5418,94.79,0.19
Madison County, Virginia,13837,13066,43,51,113,63482,5830,94.43,0.31
Mathews County, Virginia,8533,8104,29,51,115,74489,16802,94.97,0.34
Mecklenburg County, Virginia,30319,29242,46,51,117,50224,2884,96.45,0.15
Middlesex County, Virginia,10625,10105,32,51,119,57060,2970,95.11,0.3
Montgomery County, Virginia,99721,93839,211,51,121,59126,2531,94.1,0.21
Nelson County, Virginia,14775,14050,52,51,125,62203,10320,95.09,0.35
New Kent County, Virginia,22945,21522,92,51,127,97688,10453,93.8,0.4
Northampton County, Virginia,12282,11580,29,51,131,50819,8343,94.28,0.24
Northumberland County, Virginia,11839,11349,42,51,133,59437,6569,95.86,0.35
Nottoway County, Virginia,15642,14933,38,51,135,49983,5315,95.47,0.24
Orange County, Virginia,36254,33625,149,51,137,74446,4522,92.75,0.41
Page County, Virginia,23709,22815,68,51,139,51878,3159,96.23,0.29
Patrick County, Virginia,17608,16968,38,51,141,46941,6316,96.37,0.22
Powhatan County, Virginia,30333,28762,71,51,145,93833,5342,94.82,0.23
Prince Edward County, Virginia,21849,20906,48,51,147,44253,7932,95.68,0.22
Prince George County, Virginia,43010,39968,226,51,149,75123,5629,92.93,0.53
Pulaski County, Virginia,33800,32172,79,51,155,53689,2940,95.18,0.23
Rappahannock County, Virginia,7348,6906,15,51,157,82077,8789,93.98,0.2
Roanoke County, Virginia,96929,91763,266,51,161,70076,1930,94.67,0.27
Rockbridge County, Virginia,22650,21609,40,51,163,54133,4062,95.4,0.18
Russell County, Virginia,25781,25194,9,51,167,38564,4069,97.72,0.03
Scott County, Virginia,21576,20877,23,51,169,41540,2652,96.76,0.11
Smyth County, Virginia,29800,28753,51,51,173,41088,2716,96.49,0.17
Southampton County, Virginia,17996,17277,87,51,175,63034,5660,96,0.48
Stafford County, Virginia,156927,137754,1456,51,179,112247,3806,87.78,0.93
Surry County, Virginia,6561,6274,33,51,181,56525,4961,95.63,0.5
Tazewell County, Virginia,40429,38977,62,51,185,42207,3080,96.41,0.15
Warren County, Virginia,40727,37834,137,51,187,70109,5763,92.9,0.34
Westmoreland County, Virginia,18477,17265,88,51,193,53790,6784,93.44,0.48
Wise County, Virginia,36130,34991,36,51,195,41285,4656,96.85,0.1
York County, Virginia,70045,63358,574,51,199,93356,2997,90.45,0.82
Alexandria city, Virginia,159467,142290,1018,51,510,102227,2530,89.23,0.64
Buena Vista city, Virginia,6641,6194,28,51,530,36634,6924,93.27,0.42
Charlottesville city, Virginia,46553,42970,132,51,540,59598,4877,92.3,0.28
Colonial Heights city, Virginia,18170,16743,105,51,570,60522,5888,92.15,0.58
Covington city, Virginia,5737,5435,19,51,580,41024,4817,94.74,0.33
Danville city, Virginia,42590,40966,98,51,590,37147,2784,96.19,0.23
Fairfax city, Virginia,24146,21335,152,51,600,109708,10496,88.36,0.63
Falls Church city, Virginia,14658,12921,101,51,610,146922,10939,88.15,0.69
Fredericksburg city, Virginia,27982,25305,211,51,630,69528,6038,90.43,0.75
Galax city, Virginia,6720,6312,33,51,640,35184,4709,93.93,0.49
Harrisonburg city, Virginia,51814,46478,233,51,660,49117,2123,89.7,0.45
Hopewell city, Virginia,23033,21346,76,51,670,43262,3530,92.68,0.33
Lynchburg city, Virginia,79009,74405,381,51,680,49201,1690,94.17,0.48
Manassas city, Virginia,42772,37117,332,51,683,86227,3359,86.78,0.78
Martinsville city, Virginia,13485,12723,52,51,690,36166,4646,94.35,0.39
Newport News city, Virginia,186247,169992,1416,51,700,54511,1746,91.27,0.76
Norton city, Virginia,3687,3496,10,51,720,30518,11320,94.82,0.27
Petersburg city, Virginia,33458,31883,173,51,730,43029,2641,95.29,0.52
Portsmouth city, Virginia,97915,91697,550,51,740,53213,1956,93.65,0.56
Radford city, Virginia,16070,15213,54,51,750,34576,5609,94.67,0.34
Roanoke city, Virginia,100011,92526,432,51,770,45664,1641,92.52,0.43
Salem city, Virginia,25346,23973,92,51,775,63411,5173,94.58,0.36
Staunton city, Virginia,25750,24027,143,51,790,52292,3116,93.31,0.56
Suffolk city, Virginia,94324,88194,460,51,800,79899,3566,93.5,0.49
Virginia Beach city, Virginia,459470,415348,3681,51,810,78136,1419,90.4,0.8
Waynesboro city, Virginia,22196,20503,109,51,820,43480,3487,92.37,0.49
Williamsburg city, Virginia,15425,14433,51,51,830,59288,5801,93.57,0.33
Winchester city, Virginia,28120,25719,108,51,840,61102,4170,91.46,0.38
Albemarle County, Virginia,112395,104478,480,51,3,84643,3217,92.96,0.43
Amherst County, Virginia,31307,29477,94,51,9,57368,4546,94.15,0.3
Augusta County, Virginia,77487,74044,164,51,15,65076,3262,95.56,0.21
Bland County, Virginia,6270,6056,20,51,21,50365,6513,96.59,0.32
Buchanan County, Virginia,20355,20007,18,51,27,34302,3605,98.29,0.09
Caroline County, Virginia,30887,28485,182,51,33,67901,5308,92.22,0.59
Chesterfield County, Virginia,364548,337592,1775,51,41,84645,1549,92.61,0.49
Culpeper County, Virginia,52552,47865,291,51,47,80663,3922,91.08,0.55
Dinwiddie County, Virginia,27947,26583,78,51,53,65485,3706,95.12,0.28
Fauquier County, Virginia,72972,66515,364,51,61,105665,5673,91.15,0.5
Franklin County, Virginia,54477,52046,129,51,67,56779,2707,95.54,0.24
Gloucester County, Virginia,38711,36041,161,51,73,71649,4174,93.1,0.42
Greene County, Virginia,20552,19157,54,51,79,67266,4701,93.21,0.26
Hanover County, Virginia,109979,103725,309,51,85,91444,3201,94.31,0.28
Highland County, Virginia,2232,2159,16,51,91,51831,3904,96.73,0.72
Pittsylvania County, Virginia,60501,58372,110,51,143,49520,2158,96.48,0.18
Prince William County, Virginia,482204,419112,3914,51,153,107707,1639,86.92,0.81
Richmond County, Virginia,8923,8510,28,51,159,53298,5454,95.37,0.31
Rockingham County, Virginia,83757,79127,207,51,165,64496,2047,94.47,0.25
Shenandoah County, Virginia,44186,41522,97,51,171,56114,3163,93.97,0.22
Spotsylvania County, Virginia,140032,126134,923,51,177,90913,3066,90.08,0.66
Sussex County, Virginia,10829,10416,37,51,183,51701,4106,96.19,0.34
Washington County, Virginia,53935,52093,46,51,191,50928,2680,96.58,0.09
Wythe County, Virginia,28290,27212,55,51,197,51639,4880,96.19,0.19
Bristol city, Virginia,17219,16131,33,51,520,39679,4383,93.68,0.19
Chesapeake city, Virginia,249422,229256,1530,51,550,81261,2200,91.91,0.61
Emporia city, Virginia,5766,5553,37,51,595,30058,6086,96.31,0.64
Franklin city, Virginia,8180,7846,33,51,620,49811,5437,95.92,0.4
Hampton city, Virginia,137148,126793,1074,51,650,57041,2127,92.45,0.78
Lexington city, Virginia,7320,6995,33,51,678,50714,16894,95.56,0.45
Manassas Park city, Virginia,17219,14956,115,51,685,81639,11805,86.86,0.67
Norfolk city, Virginia,238005,218754,1654,51,710,53026,1033,91.91,0.69
Poquoson city, Virginia,12460,11624,41,51,735,100696,6185,93.29,0.33
Richmond city, Virginia,226610,212506,998,51,760,51421,1853,93.78,0.44
Adams County, Washington,20613,17078,118,53,1,51601,4234,82.85,0.57
Asotin County, Washington,22285,20813,78,53,3,53941,3199,93.39,0.35
Benton County, Washington,206873,182727,1115,53,5,72046,2491,88.33,0.54
Chelan County, Washington,79074,70583,282,53,7,61304,3003,89.26,0.36
Clallam County, Washington,77155,70469,402,53,9,55090,2777,91.33,0.52
Clark County, Washington,503311,451040,3539,53,11,77184,1513,89.61,0.7
Columbia County, Washington,3952,3645,22,53,13,61779,8611,92.23,0.56
Cowlitz County, Washington,110730,100536,548,53,15,58791,2882,90.79,0.49
Douglas County, Washington,42938,36824,192,53,17,65730,2619,85.76,0.45
Ferry County, Washington,7178,6602,45,53,19,41685,5039,91.98,0.63
Franklin County, Washington,96749,80625,575,53,21,66904,3549,83.33,0.59
Garfield County, Washington,2286,2164,17,53,23,56923,9209,94.66,0.74
Grant County, Washington,99123,85914,565,53,25,59165,3295,86.67,0.57
Grays Harbor County, Washington,75636,68806,390,53,27,50665,2056,90.97,0.52
Island County, Washington,86857,77849,675,53,29,70765,2180,89.63,0.78
King County, Washington,2269675,2033922,17973,53,33,99158,944,89.61,0.79
Kitsap County, Washington,275611,243977,2768,53,35,78969,1482,88.52,1
Kittitas County, Washington,44337,40635,195,53,37,59703,3193,91.65,0.44
Lewis County, Washington,82149,74784,392,53,41,54970,2707,91.03,0.48
Lincoln County, Washington,10876,10166,66,53,43,58584,3277,93.47,0.61
Okanogan County, Washington,42104,37969,163,53,47,48528,1929,90.18,0.39
Pacific County, Washington,23365,21406,115,53,49,50873,2077,91.62,0.49
Pierce County, Washington,921130,805004,11105,53,53,76438,884,87.39,1.21
San Juan County, Washington,17788,16316,74,53,55,64753,2581,91.72,0.42
Skamania County, Washington,12036,11013,66,53,59,69296,5634,91.5,0.55
Snohomish County, Washington,827957,738461,6424,53,61,89273,1267,89.19,0.78
Stevens County, Washington,46445,43131,171,53,65,54426,2780,92.86,0.37
Thurston County, Washington,294793,260633,2893,53,67,75867,1706,88.41,0.98
Walla Walla County, Washington,62584,55390,307,53,71,60615,3240,88.51,0.49
Whatcom County, Washington,226847,205114,1308,53,73,65420,2177,90.42,0.58
Yakima County, Washington,256728,217961,1689,53,77,54917,1110,84.9,0.66
Jefferson County, Washington,32977,30425,159,53,31,57693,4594,92.26,0.48
Klickitat County, Washington,22735,20643,59,53,39,56667,4667,90.8,0.26
Mason County, Washington,65726,59184,404,53,45,60565,2091,90.05,0.61
Pend Oreille County, Washington,13401,12536,87,53,51,55021,5029,93.55,0.65
Skagit County, Washington,129523,115794,619,53,57,71021,1546,89.4,0.48
Spokane County, Washington,539339,490979,3469,53,63,60101,813,91.03,0.64
Wahkiakum County, Washington,4422,4067,23,53,69,54524,4690,91.97,0.52
Whitman County, Washington,47973,43437,304,53,75,42288,2674,90.54,0.63
Barbour County, West Virginia,15465,14842,65,54,1,38906,2627,95.97,0.42
Boone County, West Virginia,21809,21033,38,54,5,45297,5910,96.44,0.17
Braxton County, West Virginia,12447,12104,8,54,7,43819,6364,97.24,0.06
Cabell County, West Virginia,94350,89708,188,54,11,41472,1910,95.08,0.2
Calhoun County, West Virginia,6229,6045,3,54,13,38668,4908,97.05,0.05
Clay County, West Virginia,8051,7730,18,54,15,35154,5379,96.01,0.22
Fayette County, West Virginia,40488,38580,77,54,19,43722,2550,95.29,0.19
Gilmer County, West Virginia,7408,7211,10,54,21,42883,4541,97.34,0.13
Greenbrier County, West Virginia,32977,31661,74,54,25,39807,3476,96.01,0.22
Hampshire County, West Virginia,23093,22216,36,54,27,48528,4195,96.2,0.16
